"ID","Type","Name","Documentation","Specialization"
"id-718814","BusinessFunction","Onderzoek en innovaties realiseren","Het vermogen om onderzoek en innovatie uit te voeren en te besturen. Dit omvat ook het besturen van de innovatie funnel/het onderscheid maken tussen kansrijke en minder kansrijke innovaties.
.",""
"id-718167","BusinessFunction","Ontwikkeling en instandhouding van energienetten besturen","Het vermogen om energienetten te ontwikkelen en op het afgesproken niveau beschikbaar te houden, zodat het energienet continu aan de gestelde eisen voldoet. Denk hierbij aan het ontwikkelen van primaire, secundaire, tertiaire en telecom netcomponenten.",""
"id-718721","BusinessFunction","Opdracht voor uitvoeren van netaanpassing verstrekken, bewaken en administratief verwerken","Het vermogen om de opdracht voor de aanpassing aan de uitvoering te verstrekken inclusief het functioneel ontwerp/programma van eisen. Het monitoren/bewaken van de netaanpassing inclusief input verstrekken aan (meerjaren)planning bij afwijking buiten de bandbreedte en aan functioneel ontwerp bij afwijking van het functioneel ontwerp/programma van eisen. Het borgen en mogelijk maken van verwerking van de aanpassingen van de assets in de assetregistraties.",""
"id-718710","BusinessFunction","Opdracht voor uitvoering van onderhoud en inspectie verstrekken en bewaken","Het vermogen om de opdracht voor onderhoud en/of inspectie aan de uitvoering te verstrekken. Het monitoren/bewaken van onderhoud en/of inspecties inclusief input verstrekken aan (meerjaren)planning bij afwijking buiten de bandbreedte.",""
"id-718740","BusinessFunction","Opdrachten geven aan uitvoering","Het vermogen om opdrachten te geven aan de uitvoering binnen of buiten de netbeheerder.",""
"id-736329","BusinessFunction","Open data beschikbaar maken","Het vermogen om open data beschikbaar te maken ten behoeve van energietransitie of anderszins omgevingsvraagstukken uit te wisselen met klanten en/of andere stakeholders als gemeenten, energiecorporaties, warmtebedrijven, woningcorporaties, provincies, rijksoverheid, consultancybureau's. De wet kent  vier soorten data delen. Deze capability betreft  open data.",""
"id-718770","BusinessFunction","Openstaande vorderingen innen","Het vermogen om openstaande vorderingen, rekening houdend met wettelijke termijnen, op tijd betaald te krijgen. Denk hierbij ook aan het inschakelen van een deurwaarder of het treffen van een betalingsregeling.",""
"id-718720","BusinessFunction","Opregel- en afregelaanbod beheren","Het vermogen om aanbod aan een netbeheerder te beheren waarmee de netbeheerder het productie- en/of belastingspatroon op een of meer aansluitingen kan wijzigen. Het betreft bijvoorbeeld balanceringscapaciteit, redispatch capaciteit, capaciteitbeperking, bieding en afroep van balanceringsdiensten of redispatchdiensten, Ter beschikking gestelde vraagsturing.",""
"id-718791","BusinessFunction","Opregel- en afregelbehoefte communiceren","Het vermogen om een verwachting van de hoeveelheid energie te communiceren die moet worden opgeregeld of afgeregeld om het energietransport te handhaven.",""
"id-736479","BusinessFunction","Organisatie inrichten en optimaliseren","Het vermogen om de organisatie in te richten en te optimaliseren. Dit omvat ook het registreren van de organisatiestructuur.",""
"id-718845","BusinessFunction","Overeenkomsten met inkoopleveranciers afsluiten en bewaken","Het vermogen om overeenkomsten met leveranciers af te sluiten en te bewaken. Dit omvat ook de bestellingen die binnen overeenkomsten worden gedaan.",""
"id-718334","BusinessFunction","Overeenkomsten verwerven en beheren","Het vermogen om overeenkomsten met klanten aan te gaan en te beheren.",""
"id-718778","BusinessFunction","Overeenkomsten voor marktdiensten afsluiten","Het vermogen om contracten voor marktdiensten af te sluiten, zoals contracten voor balanceringscapaciteit, redispatchcapaciteit of vraagsturing en restrictiecontracten.",""
"id-718772","BusinessFunction","Overeenkomsten/SLA's afsluiten, aanpassen, beheren en beeïndigen","Het vermogen om met afnemers afspraken te maken/ overeenkomsten af te sluiten over producten en dienstverlening, inclusief managen van de prestaties en het beheren van overeenkomstenregister. Dit gaat ook over aanpassen en beeïndigen van overeenkomsten en SLA's.",""
"id-736377","BusinessFunction","Personenmobiliteit faciliteren","Het vermogen om de mobiliteit van personen te faciliteren. Dit omvat vervoer per wagen en openbaar vervoer.",""
"id-718712","BusinessFunction","Portfolio van werkzaamheden opstellen en onderhouden","Het vermogen om een portfolio aan werkzaamheden aan energienetten op te stellen en te onderhouden die past binnen de capaciteit. Het betreft het portolio van de service provider. Denk ondermeer aan Sales&OperationsPlanning (S&OP) - Supply.",""
"id-718829","BusinessFunction","Positionering bepalen en het merk definiëren","Het vermogen om het bedrijf zijn positie te bepalen, het merk te promoten en daarmee het imago van het bedrijf vorm te geven.
.",""
"id-736310","BusinessFunction","Privacy borgen","Het vermogen om privacyrisico's te inventariseren,  te analyseren, te prioriteren en maatregelen te borgen.
.",""
"id-718837","BusinessFunction","Processen besturen","Het vermogen om processen te besturen. Dit omvat ook het definiëren, continu verbeteren en orkestreren van de  processen. Processen omvatten de waardestroom-/ ketenprocessen, hoofdprocessen, bedrijfsprocessen en werkprocessen.",""
"id-736543","BusinessFunction","Processen en data ontwikkelen en beheren","Het vermogen om processen en data te ontwikkelen en te besturen.",""
"id-736295","BusinessFunction","Processen ontwikkelen en beheren","Het vermogen om processen te definiëren, continu te verbeteren en te beheren. Dit omvat het vastleggen van processen, het beleggen van eigenaarschap en het monitoren van de effectiviteit van processen.",""
"id-736517","BusinessFunction","Processen orkestreren","Het vermogen om de processen te orkestreren en daarmee de realisatie van het resultaat te besturen. Dit omvat het bepalen van de uit te voeren activiteiten, het aansturen van de activiteiten (aansturen actoren), het monitoren van de voortgang en het inzicht geven in / rapporteren over de voortgang op afgesproken momenten en/of op verzoek. Dit omvat een taakflow wijze van orkestreren en een dossierflow (=zaakgericht werken) wijze van orkestreren. Deze capability kan worden gebruikt om de verschillende onderliggende capabilities aan te sturen die nodig zijn om het E2E resultaat te realiseren (b.v. toekomstbestendig energienet, aansluiting, betrouwbaar energienet, transport capaciteit, afgeleverde energie, toegewezen energie-uitwisseling, netbeheer data). Deze capability kan ook worden gebruikt binnen een capability context om een capability proces te orkestreren en daarmee de realisatie van het capability resultaat te besturen. Het object van orkestratie duiden we met ‘Case’.",""
"id-718760","BusinessFunction","Producten aan klanten offreren","Het vermogen om klanten productoffertes met de juiste prijsopgave aan te bieden.",""
"id-718810","BusinessFunction","Producten en diensten ontwikkelen en beheren","Het vermogen om producten en diensten te ontwikkelen en te beheren. Dit omvat ook het ontwikkelen van klantreizen per doelgroep en het beheren van tarieven.",""
"id-718726","BusinessFunction","Programma van eisen/functioneel ontwerp opstellen","Het vermogen om de bepaalde aanpassingen functioneel te ontwerpen inclusief het bepalen van het programma van eisen voor de verandering.",""
"id-711282","BusinessFunction","Regievoeren over werkzaamheden","Het vermogen om uitvoerbare werkzaamheden aan energienetten te laten uitvoeren.",""
"id-736490","BusinessFunction","Relatie met inkoopleveranciers onderhouden","Het vermogen om een relatie met inkoopleveranciers te onderhouden. Dit omvat strategisch, tactisch en operationeel niveau.",""
"id-718769","BusinessFunction","Relatie met klanten onderhouden","Het vermogen om positieve en constructieve relaties te onderhouden met klanten en deze te registreren.",""
"id-718785","BusinessFunction","Relatie met marktpartijen onderhouden","Het vermogen om relaties met marktpartijen te onderhouden inclusief het registreren van marktpartijen zoals energieleveranciers, Programma verantwoordelijken (PV)/Balance responsible party (BRP), Meetverantwoordelijken, BSP’s, CSP’s, aggregators",""
"id-736325","BusinessFunction","Relatie met medewerkers onderhouden","Het vermogen om een relatie met de medewerkers te onderhouden. Dit omvat het registreren van medewerkersgegevens, het verrichten van motivatieonderzoek en het betrokken houden van medewerkers en het leveren van arbeidsjuridisch advies.",""
"id-718761","BusinessFunction","Schade verhalen veroorzaakt door derden","Het vermogen om schade veroorzaakt door derden vergoed te krijgen. Denk hierbij aan het aansprakelijk stellen van veroorzakers van vandalisme aan het net of schade door een aannemer.",""
"id-718763","BusinessFunction","Schadevergoeding bij schade veroorzaakt door werkzaamheden bepalen","Het vermogen om een financiële compensatie voor klanten te bepalen wanneer een werknemer of aannemer bij de klant schade heeft veroorzaakt",""
"id-718811","BusinessFunction","Sectorsamenwerking ontwikkelen","Het vermogen om samen met de energiesector partijen (bv. netbeheerders, energieleveranciers) of aanpalende sectorpartijen (bv. aannemers, gemeenten) de samenwerking te ontwikkelen en te onderhouden.
.",""
"id-718766","BusinessFunction","Service verlenen aan klanten in kanalen","Het vermogen om klanten diensten en ondersteuning aan te bieden via (digitale) kanalen zoals website, social media, email, telefoon, etc",""
"id-718827","BusinessFunction","Stakeholderrelatie onderhouden","Het vermogen om stakeholders te herkennen, te informeren en de relatie met deze stakeholders te onderhouden. Dit omvat ook communicatiestrategie en beleid en het opstellen en uitvoeren van bedrijfscommunicatie en campagnes naar stakeholders, inclusief klantcampagnes.
.",""
"id-718734","BusinessFunction","Standaard werkproduct opstellen en onderhouden","Het vermogen om standaard werkproducten inclusief bestekken op te stellen en te onderhouden. Denk onder meer aan specificatie van uitvoeringsproducten/werkzaamheden in relatie tot omgevingsfactoren zoals zachte grond inclusief benodigde arbeidstijd (normuren), materialen (norm) en materieel (norm).",""
"id-718749","BusinessFunction","Storingen analyseren","Het vermogen om (momentaan) de oorzaak/oorzaken en/of gevolgen van de storing te achterhalen. Ten behoeve van oplossen van de storing, veelal door de monteur en/of bedrijfsvoerder.",""
"id-718747","BusinessFunction","Storingen classificeren","Het vermogen om het type storing te bepalen mede aan de hand van een inschatting van lokale omstandigheden (bv locatie gaslek, aantal parts per million (PPM), gereguleerde-, sector- en interne richtlijnen, impact of mogelijke impact).",""
"id-718752","BusinessFunction","Storingen en onderbrekingen oplossen","Het vermogen om het energienet 'in operatie' te brengen om de onderbreking bij afnemers (verbruikersminuten) te minimaliseren.",""
"id-718707","BusinessFunction","Storingen onderzoeken","Het vermogen om root cause analyses uit te voeren op de storingen van een bepaalde periode en deze om te zetten in verbeteracties waaronder aanpassing van onderhoudsplan, herontwikkeling/vernieuwing van netcomponenten, aanpassen van storing afhandelingsproces, ..",""
"id-718751","BusinessFunction","Storingen toewijzen","Het vermogen om een monteur aan de storing te koppelen voor lokale analyse en herstel, al dan niet voorzien van een urgentie of prioriteit van de storing.",""
"id-718764","BusinessFunction","Storingscompensatie bepalen","Het vermogen om een financiële compensatie voor klanten te bepalen bij langdurige uitval van de dienstverlening.",""
"id-736360","BusinessFunction","Strategie bepalen","Het vermogen om de strategie (wat we moeten doen) te bepalen aan de hand van strategische doelstellingen die zijn afgeleid uit de missie en visie.
.",""
"id-718815","BusinessFunction","Strategie ontwikkelen en bewaken","Het vermogen om een strategie te bepalen waarmee missie en visie middels strategische doelen worden gerealiseerd.
.",""
"id-718696","BusinessFunction","Strategie op energienetten ontwikkelen","Het vermogen om een strategie op energienetten en de energievoorziening te ontwikkelen.",""
"id-718825","BusinessFunction","Strategische risico's inventariseren en bewaken","Het vermogen om strategische bedrijfsrisico's te identificeren en mitigerende maatregelen te besturen. Dit omvat ook het uitvoeren en opvolgen van bedrijfsrisico audits.
.",""
"id-718699","BusinessFunction","Strategische risico’s op energienetten vaststellen","Het vermogen om strategische risico's op energienetten en de energievoorziening vast te stellen.",""
"id-723075","BusinessFunction","Technisch netverlies inkopen en minimaliseren","Het vermogen om technisch netverlies in te kopen en te minimaliseren.",""
"id-718800","BusinessFunction","Toestemmingen beheren","Het vermogen om toestemming tot toegang tot (markt) data te beheren. De toestemming wordt gebruikt bij het delen van data waarvoor toegang is vereist. Dit zijn onder meer de toestemmingen van klanten.",""
"id-718723","BusinessFunction","Tracévergunningen verkrijgen/zakelijk recht vestigen","Het vermogen om vergunningen te verkrijgen en zakelijke rechten te vestigen, en deze te beheren.",""
"id-718820","BusinessFunction","Transformatie van bedrijfsinrichting besturen","Het vermogen om de transformatie van de bedrijfsinrichting te besturen. Dit leidt tot nieuwe eigenschappen van business capabilities of nieuwe business capabilities die voldoen aan principes en richtlijnen om op lange termijn succesvol te zijn. Deze hoofdcapability omvat tevens (onderzoek en innovaties realiseren die ondersteunend zijn aan de transformaties.
.",""
"id-718756","BusinessFunction","Transport plannen en analyseren","Het vermogen om een inschatting te maken van de belasting van het energienet op korte termijn inclusief loadflowberekening, netveiligheidsanalyse, balancering analyse, contingency analyse en het verwerken van resultaten van bijsturingsacties (b.v. schakelhandelingen en directe en/of afroep van opregel/afregel aanbod). Inclusief inzicht scheppen dat nodig is om een prognose te kunnen opstellen.",""
"id-711323","BusinessFunction","Transport- en bedieningsplannen maken","Het vermogen om energietransport te plannen en de werkzaamheden af te stemmen op veiligheidseisen, operationele eisen en tijdigheidseisen",""
"id-718767","BusinessFunction","Transportbehoefte inventariseren","Het vermogen om de behoefte aan energietransport van partijen in de omgeving in te schatten door (in overleggen) informatie te verzamelen en te verwerken, denk hierbij aan RES, overheids- en zakelijke initiatieven.",""
"id-718695","BusinessFunction","Uitvoering van werkzaamheden voorbereiden","Het vermogen om werkzaamheden voor te bereiden. Denk ondermeer aan reserveren mensen, materieel en materiaal, uitvoeringsvergunningen, bodemonderzoek, melding van voorgenomen graafwerkzaamheden bij het kadaster (Wibon), werkplan/uitvoeringsplan (laten) opstellen en goedkeuren.",""
"id-718739","BusinessFunction","Uitvoeringscapaciteit managen","Het vermogen om uitvoeringscapaciteit te managen voldoende voor de uitvoering van de verwachte en/of afgesproken werkzaamheden. Denk ondermeer aan: toewijzen/reserveren van capaciteitsgroepen, afroepen van flexibele capaciteit, bewaken van voldoende capaciteit per benodigde aanwijzing/kwalificatie, aansturen van ontwikkelproces van uitvoeringscapaciteit. Sleutelbeheer t.b.v. toegang tot stations.",""
"id-718822","BusinessFunction","Veiligheid, gezondheid, milieu en kwaliteit borgen","Het vermogen om richtlijnen voor persoonlijke veiligheid en gezondheid, milieu en kwaliteit (VGMK) op te stellen en te bewaken. Dit omvat ook de persoonlijke digitale veiligheid. Dit omvat ook het afhandelen van bedrijfsincidenten op gebied van VGMK.
.",""
"id-718813","BusinessFunction","Veranderinitiatieven besturen","Het vermogen om de voortgang van projecten, programma's, epics en features te bewaken en bij te sturen.
.",""
"id-736522","BusinessFunction","Veranderportfolio opstellen en bewaken / Roadmap opstellen en bewaken","Het vermogen om veranderingen te definieren, prioriteren en afhankelijkheden en voortgang te managen d.m.v. een roadmap.
.",""
"id-718717","BusinessFunction","Vergoeding voor geleverde diensten berekenen","Het vermogen om op basis van juiste gegevens (o.a. overeenkomst- en projectgegevens, aantallen, prijzen of verbruik) een waarde voor een geleverde dienst te berekenen.",""
"id-718828","BusinessFunction","Vermogen en liquiditeiten verkrijgen en beheren","Het vermogen om het vermogen en liquiditeiten te beheren. Dit omvat treasury.",""
"id-736439","BusinessFunction","Vermogen verkrijgen","Het vermogen om eigen en vreemd vermogen te verkrijgen, bijvoorbeeld door het aangaan van een lening of  de emissie van aandelen.",""
"id-718697","BusinessFunction","Visie op energienetten ontwikkelen","Het vermogen om een visie op energienetten te ontwikkelen, onder meer door gebruik te maken van innovaties.",""
"id-718736","BusinessFunction","Voorlopige en definitieve ontwerpen van energienetten opstellen","Het vermogen om voorlopige en definitieve ontwerpen van energienetten op te stellen binnen de (technische) richtlijnen en functioneel ontwerp/programma van eisen.",""
"id-718728","BusinessFunction","Vragen van marktpartijen afhandelen","Het vermogen om verzoeken van marktpartijen aan te nemen en af te handelen, zoals vragen over metingen, facturen, etc.",""
"id-736278","BusinessFunction","Werking digitale producten zeker stellen","Het vermogen om de werking van digitale producten zeker te stellen. Dit omvat het definiëren en toepassen van diagnose en herstelactiviteiten (runbooks), besturen van events en het monitoren van prestaties. Het daadwerkelijk aanpassen van de productieomgeving (bv. patchen) vindt plaats in E.4.2 en E.4.3).  (IT4IT - Assure)",""
"id-718758","BusinessFunction","Werking van netcomponenten bewaken","Het vermogen om van individuele netcomponenten die samen het energienet vormen de prestaties te monitoren, te besturen, op afstand te configureren. Denk hierbij aan primaire, secundaire, tertiaire en telecom netcomponenten. En denk hierbij aan updaten van firmware en digitale configuratie.",""
"id-718716","BusinessFunction","Werkomgevingen veiligstellen","Het vermogen om werkomgevingen veilig te stellen. Denk onder meer aan spanningsvrij maken, weg afzetten, …",""
"id-718729","BusinessFunction","Werkzaamheden adviseren aan opdrachtgevers","Het vermogen werkzaamheden in te schatten en/of te adviseren aan de opdrachtgever (zoals Asset manager).",""
"id-718731","BusinessFunction","Werkzaamheden coördineren","Het vermogen om werkzaamheden te coördineren. Denk hierbij aan projectmanagement en managen van uitval van orders.",""
"id-718693","BusinessFunction","Werkzaamheden en netcomponenten administratief opleveren","Het vermogen om werkzaamheden en netcomponenten administratief op te leveren. Denk ondermeer aan tijdstippen afgeronde werkzaamheden/handelingen/taken, gewerkte uren, gebruikte materialen, in inspecties verzamelde data, data over geplaatste energienetcomponenten ten behoeve van assetadministratie.",""
"id-718701","BusinessFunction","Werkzaamheden evalueren","Het vermogen om werkzaamheden te evalueren, na afloop en bij langdurige werkzaamheden tussendoor.",""
"id-711280","BusinessFunction","Werkzaamheden faciliteren","Het vermogen om werkzaamheden aan energienetten te faciliteren opdat deze kunnen worden uitgevoerd.",""
"id-718735","BusinessFunction","Werkzaamheden operationeel plannen","Het vermogen om werk te plannen in beschikbare tijd van medewerkers van een capaciteitsgroep, inclusief het beheren van beschikbaarheid in de komende periode voor deze medewerkers.  Hierbij wordt onder andere rekening gehouden met gevraagde en beschikbare aanwijzingen, ervaring en reistijden. Operationeel plannen omvat het inplannen van waakdiensten. De beschikbaarheid van medewerkers wordt o.a. beïnvloed door de met de medewerker afgesproken beschikbaarheid (contracturen gecorrigeerd voor verlof), opleidingen, afdelingsgebeurtenissen. De met de medewerkers afgesproken beschikbaarheid wordt via interne waardestroom: ‘Beschikbaar maken en houden van inzetbare medewerkers’ gerealiseerd. De capaciteitsgroepen en planbare medewerkers daarbinnen worden gerealiseerd door ‘C.5.4.2 Uitvoeringscapaciteit managen’.",""
"id-718733","BusinessFunction","Werkzaamheden uitvoeren","Het vermogen om werkzaamheden uit te voeren en technisch en functioneel op te leveren. Denk hierbij aan werkzaamheden voor uitbreiden, vervangen, vernieuwen, onderhouden, inspecteren, aansluiten, reconstructies, ..",""
"id-711278","BusinessFunction","Werkzaamheden uitvoeren","Het vermogen om werkzaamheden aan energienetten uit te voeren.",""
"id-718169","BusinessFunction","Werkzaamheden uitvoeren aan energienetten","Het vermogen om werkzaamheden aan de energienetten uit te voeren, zoals aanleg, vervanging of onderhoud, zodat de werkzaamheden efficiënt en voorspelbaar worden uitgevoerd.",""
"id-711316","BusinessFunction","Werkzaamhedenportfolio opstellen en onderhouden","Het vermogen om een portfolio aan werkzaamheden aan energienetten op te stellen en te onderhouden.",""
"id-718821","BusinessFunction","Wet- en regelgeving volgen en beïnvloeden","Het vermogen om relevante regelgeving te identificeren, te beïnvloeden, de impact te overzien en te beleggen binnen de netbeheerder.
.",""
"id-729684","BusinessObject","Aansluiting","De verzameling bedrijfsobjecten nodig om marktdata te beheren.",""
"id-468886","BusinessObject","Aansluiting","Een recht op het gebruik van één of meer verbindingen tussen een energienet en een onroerende zaak.",""
"id-469494","BusinessObject","Aansluitlocatie","Een plek ten opzichte van de aarde waar zich het overdrachtspunt van een aansluiting bevindt.",""
"id-468924","BusinessObject","Arbeidsplaats","Een functie binnen een organisatieonderdeel, te vervullen door één medewerker.",""
"id-736112","BusinessObject","Archiefstuk","Een te bewaren document dat is gemaakt of ontvangen door de netbeheerder bij de uitvoering van zijn activiteiten.",""
"id-736156","BusinessObject","Architectuurproduct","Een beschrijving van de huidige en/of toekomstige structuur en werking van een organisatie om deze te begrijpen, te communiceren en te beheren.",""
"id-469705","BusinessObject","Bedieningshandeling","Een verrichting die de bedrijfstoestand van een netdeel wijzigt. Dit kan vanuit het bedrijfsvoeringcentrum (verre bediening), vanuit een centraal punt in een station (afstandsbediening) of direct op een component of veld (lokale bediening).",""
"id-469182","BusinessObject","Bedieningsplan","Een omschrijving van de bedieningshandelingen die uitgevoerd moeten worden en die leiden tot een gewenste bedrijfssituatie.",""
"id-722918","BusinessObject","Bedieningssituatie","De stand van een of meer regelbare eenheden (zoals schakelaars) in het energienet die van invloed zijn op het energietransport.",""
"id-736136","BusinessObject","Bedrijfscontinuïteitsplan","Een document dat een organisatie gebruikt om haar activiteiten te herstellen na een ontwrichtend incident.",""
"id-736039","BusinessObject","Bedrijfsgebouw","De verzameling bedrijfsobjecten nodig om bedrijfsgebouwen te beheren en faciliteiten beschikbaar te stellen.",""
"id-475214","BusinessObject","Bedrijfsgebouw","Een gebouw waar duurzame uitoefening van de activiteiten van de netbeheerder plaatsvindt, niet zijnde een gebouw dat onderdeel uitmaakt van het energienet.",""
"id-736041","BusinessObject","Bedrijfsgebouw","De verzameling bedrijfsobjecten nodig om bedrijfsgebouwen te beheren.",""
"id-736043","BusinessObject","Bedrijfsgebouwenstrategie","Een algemene aanpak die een organisatie hanteert om bedrijfsgebouwen en faciliteiten te beheren zodat zij haar doelstellingen realiseert.",""
"id-736144","BusinessObject","Bedrijfsplan","Een door een organisatie in detail voorgenomen handelswijze om haar doelstellingen te realiseren.",""
"id-736146","BusinessObject","Bedrijfsprestatie","De mate waarin een organisatie een gesteld doel of verplichting volbrengt.",""
"id-736130","BusinessObject","Bedrijfsrisico","Een effect van onzekerheid ten aanzien van de doelstellingen of resultaten van een organisatie.",""
"id-736160","BusinessObject","Bedrijfsstrategie","De verzameling bedrijfsobjecten nodig om de strategie te ontwikkelen en bewaken.",""
"id-736148","BusinessObject","Bedrijfsstrategie","Een algemene aanpak die een organisatie hanteert om haar missie, visie, kernwaarden en doelstellingen te realiseren.",""
"id-736029","BusinessObject","Betalingsopdracht","Een opdracht aan een financiële instelling om geld over te dragen.",""
"id-736120","BusinessObject","Campagne","Een samenhangende reeks activiteiten in communicatie.",""
"id-469215","BusinessObject","Capaciteitsknelpunt","Delen van het energienet waarvan wordt verwacht dat zij vanwege een tekort aan transportcapaciteit een aanzienlijk risico vormen voor een goede uitvoering van de bij of krachtens de wet aan de netbeheerder toegekende taken.",""
"id-736100","BusinessObject","Case","Een samenhangende hoeveelheid werk met een welgedefinieerde aanleiding en een welgedefinieerd eindresultaat, waarvan kwaliteit en doorlooptijd bewaakt moeten worden.",""
"id-468977","BusinessObject","Competentie","Een verzameling van kennis, ervaring en persoonlijke vaardigheden om een functie, taak of rol met succes te vervullen.",""
"id-723094","BusinessObject","Congestiegebied","Een gebied waarin de te verwachten behoefte aan transport van de in dat gebied aanwezige aangeslotenen redelijkerwijs kan leiden tot een situatie waarin de maximale transportcapaciteit van een net of netgedeelte niet voldoende is om te voorzien in die behoefte.",""
"id-722964","BusinessObject","Contractloze situatie","Een toestand waarin er een actieve aansluiting is zonder leveringsovereenkomst.",""
"id-736128","BusinessObject","Crisis","Een noodsituatie waarbij het energietransport ernstig verstoord kan raken.",""
"id-736102","BusinessObject","Data","De verzameling bedrijfsobjecten nodig om data te besturen.",""
"id-736110","BusinessObject","Data-analysemodel","Een algoritme bedoeld om bij toepassing op een dataset waardevolle informatie te genereren.",""
"id-736104","BusinessObject","Datakwaliteitsregel","Een beperking waar een dataset aan moet voldoen.",""
"id-736106","BusinessObject","Dataservice","Een verzameling handelingen die toegang biedt tot één of meer datasets.",""
"id-736108","BusinessObject","Dataset","Een verzameling gegevens die als geheel wordt verwerkt.",""
"id-736164","BusinessObject","Digitaal product","De verzameling bedrijfsobjecten nodig om de digitaalproductstrategie en -portfolio te ontwikkelen en beheren.",""
"id-736168","BusinessObject","Digitaal product","Een dienst voor het leveren van beheerde software.",""
"id-736162","BusinessObject","Digitaal product","De verzameling bedrijfsobjecten nodig om digitale producten te ontwikkelen en beheren.",""
"id-736176","BusinessObject","Digitaalproductinstantie","Een levering van een digitaal product.",""
"id-736174","BusinessObject","Digitaalproductinstantie","De verzameling bedrijfsobjecten nodig om digitale producten te leveren.",""
"id-736178","BusinessObject","Digitaalproductprestatie","De verzameling bedrijfsobjecten nodig om digitale producten te exploiteren.",""
"id-736180","BusinessObject","Digitaalproductprestatie","De mate waarin de instantie van een digitaal product afgesproken prestatiedoelen behaalt.",""
"id-736166","BusinessObject","Digitaalproductstrategie","Een algemene aanpak die een organisatie hanteert om digitale producten te ontwikkelen en beheren zodat zij haar doelstellingen realiseert.",""
"id-736170","BusinessObject","Digitaalproductwijziging","De verzameling bedrijfsobjecten nodig om digitale producten te realiseren.",""
"id-736172","BusinessObject","Digitaalproductwijziging","Een verandering van een digitaal product.",""
"id-723109","BusinessObject","Energie-uitwisseling","Een afname dan wel invoeding van energie op een energienet.",""
"id-470534","BusinessObject","Energiediefstal","Een situatie waarbij op illegale wijze energie wordt onttrokken aan het energienet.",""
"id-729665","BusinessObject","Energiemarkt","De verzameling bedrijfsobjecten nodig om de energiemarkt te faciliteren.",""
"id-723105","BusinessObject","Energiemarkt","Een (virtuele) handelsplaats voor energie. Hieronder vallen onder meer over-the-counter-markten en energiebeurzen, markten voor de verhandeling van energie, capaciteit, balancerings- en ondersteunende diensten in alle tijdsbestekken, waaronder termijn-, day-ahead- en intraday-markten.",""
"id-729578","BusinessObject","Energienet","De verzameling bedrijfsobjecten nodig om ontwikkeling en instandhouding van energienetten te besturen.",""
"id-729592","BusinessObject","Energienet","De verzameling bedrijfsobjecten nodig om energienetten uit te breiden, te vervangen en te vernieuwen.",""
"id-723119","BusinessObject","Energieprogramma of prognose","Een bij een netbeheerder ingediende planning van handelstransacties (energieprogramma) en/of energie-uitwisseling (prognose).",""
"id-729563","BusinessObject","Energietransport","De verzameling bedrijfsobjecten nodig om energiestransport te besturen.",""
"id-722908","BusinessObject","Energietransport","Een verplaatsing van energie via een energienet.",""
"id-729558","BusinessObject","Energietransport","De verzameling bedrijfsobjecten nodig om energie te transporteren.",""
"id-736046","BusinessObject","Facilitair product","De verzameling bedrijfsobjecten nodig om faciliteiten beschikbaar te stellen.",""
"id-469285","BusinessObject","Facilitair product","Een voorwerp of dienst die het gebruik van een bedrijfsgebouw ondersteunt.",""
"id-736017","BusinessObject","Financieel feit","De geldelijke waardering van een gebeurtenis.",""
"id-736013","BusinessObject","Financieel feit","De verzameling bedrijfsobjecten nodig om gebeurtenissen financieel te verwerken en standen te beheren.",""
"id-736037","BusinessObject","Financieel plan","Een door een organisatie in detail voorgenomen handelswijze om financiën te besturen zodat zij haar doelstellingen realiseert.",""
"id-736033","BusinessObject","Financieel verslag","Een overzicht van de financiële situatie van een organisatie.",""
"id-736025","BusinessObject","Financiering","Een verstrekking van benodigde geldmiddelen.",""
"id-736019","BusinessObject","Financiële beheersmaatregel","Een handeling waarmee een organisatie het gebruik van haar financiële middelen bewaakt.",""
"id-736015","BusinessObject","Financiële stand","De geldelijke waardering van een toestand.",""
"id-736035","BusinessObject","Financiële strategie","Een algemene aanpak die een organisatie hanteert om financiën te besturen zodat zij haar doelstellingen realiseert.",""
"id-736031","BusinessObject","Financiële strategie","De verzameling bedrijfsobjecten nodig om financiële strategie en plannen op te stellen, te bewaken en te rapporteren.",""
"id-736011","BusinessObject","Financiën","De verzameling bedrijfsobjecten nodig om financiën te verkrijgen en beheren.",""
"id-723037","BusinessObject","Functioneel ontwerp","Een specificatie van eisen aan een netaanpassing en de gekozen oplossingsrichting.",""
"id-723015","BusinessObject","Goederenbeweging","Een fysieke of logische verplaatsing van goederen. Hieronder wordt mede verstaan de ontvangst, reservering, uitgifte en retournering van goederen.",""
"id-723073","BusinessObject","Graafbericht","Een bericht aan de netbeheerder van de Dienst voor het kadaster en de openbare registers nadat deze een oriëntatieverzoek of graafmelding heeft ontvangen.",""
"id-736140","BusinessObject","Informatiebeveiligingsrisico","Een effect van onzekerheid ten aanzien van het behoud van de vertrouwelijkheid, de integriteit en de beschikbaarheid van informatie.",""
"id-729651","BusinessObject","Inkomstenverlies","De verzameling bedrijfsobjecten nodig om inkomstenverlies te beperken.",""
"id-475943","BusinessObject","Inkoopleverancier","Een partij die tegen betaling goederen of diensten levert aan de netbeheerder.",""
"id-736061","BusinessObject","Inkoopleveranciersprestatie","De mate waarin een inkoopleverancier gestelde doelen of verplichtingen volbrengt.",""
